universal_bigg_id,name,MNX,smiles_ok
12RHPET,12R-Hydroperoxyeicosatetraenoate,MNXM13994,
24nph,"2,4 dihydroxy nitrophenol",MNXM9757,
2c23dh56dhoxin,"2-Carboxy-2,3-dihydro-5,6-dihydroxyindole",MNXM163662,
35diotyr,"3,5-Diiodo-L-tyrosine",MNXM163675,
3hxkynam,3-Hydroxykynurenamine,MNXM36534,Nc1c(O)cccc1C(=O)CC[NH3+]
3moxtyr,3-Methoxytyramine,MNXM3848,COc1cc(CC[NH3+])ccc1O
46dhoxquin,"4,6-Dihydroxyquinoline",MNXM9072,Oc1ccc2nccc(O)c2c1
4mtolbutamide,4mtolbutamide c,MNXM10136,
4nph,4-Nitrophenol,MNXM162908,
4nphsf,4-Nitrophenyl sulfate,MNXM10226,
56dihindlcrbxlt,"5,6-Dihydroxyindole-2-carboxylate",MNXM10284,
5adtststerones,5alpha-Dihydrotestosterone sulfate,MNXM10347,
5homeprazole,5homeprazole c,MNXM10267,
6hoxmelatn,6hoxmelatn c,MNXM164382,
6htststerone,6 beta hydroxy testosterone,MNXM163219,
7dhchsterol,"Cholesta-5,7-dien-3beta-ol",MNXM162639,
9_cis_retfa,Fatty acid 9-cis-retinol,MNXM146565,
L_dpchrm,L-Dopachrome,MNXM162849,
R1coa_hs,R group 1 Coenzyme A homo sapiens,MNXM5286,
R2coa_hs,R group 2 Coenzyme A homo sapiens,MNXM2278,
R3coa_hs,R group 3 Coenzyme A homo sapiens,MNXM6416,
R5coa_hs,R group 5 Coenzyme A homo sapiens,MNXM4800,
Rtotal3,R total 3 position,MNXM9076,
acgpail_hs,N-Acetyl-D-glucosaminylphosphatidylinositol,MNXM999,
adprbp,ADPribose 2'-phosphate,MNXM92094,
adrnl,Adrenaline,MNXM162647,
adsel,Adenylylselenate,MNXM92092,
aflatoxin,Aflatoxin c,MNXM40393,
ak2gp_hs,1-alkyl 2-acylglycerol 3-phosphate,MNXM91823,
ak2gpe_hs,1-alkyl 2-acylglycerol 3-phosphoethanolamine,MNXM9591,
akgp_hs,1-alkylglycerol 3-phosphate (homo sapiens),MNXM9595,
andrstrnglc,Androsterone glucuronide,MNXM7068,
aprgstrn,20alpha-Hydroxyprogesterone,MNXM163756,
aqcobal,Aquacob(III)alamin,MNXM92126,
avite2,Alpha-Tocotrienol,MNXM162932,
bildglcur,Bilirubin beta-diglucuronide,MNXM162497,
carveol,(-)-trans-carveol,MNXM45735,CC(=C)C1CC=C(C)C(O)C1
chtn,Chtn c,MNXM1271,
clpnd,Clupanodonic acid,MNXM11131,
cmpntm2amep,CMP-N-trimethyl-2-aminoethylphosphonate,MNXM91517,
dak2gpe_hs,1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen (homo sapiens),MNXM13888,
dcsptn1,"Docosa-4,7,10,13,16-pentaenoic acid (n-6)",MNXM11427,
debrisoquine,Debrisoquine c,MNXM48845,NC(=[NH2+])N1CCc2ccccc2C1
dedol__L,"Dehydrodolichol, human liver homolog",MNXM148199,
dedoldp_U,"Dehydrodolichol diphosphate, human uterine homolog",MNXM11315,
dedolp__L,"Dehydrodolichol phosphate, human liver homolog",MNXM148198,
dmantipyrine,Dmantipyrine c,MNXM11331,
dolglcp__L,"Dolichyl beta-D-glucosyl phosphate, human liver homolog",MNXM146386,
dolglcp_U,"Dolichyl beta-D-glucosyl phosphate, human uterine homolog",MNXM5725,
dolichol__L,"Dolichol, human liver homolog",MNXM147098,
dolmanp__L,"Dolichyl phosphate D-mannose, human liver homolog",MNXM145684,
dolmanp_U,"Dolichyl phosphate D-mannose, human uterine homolog",MNXM2667,
dolp_U,"Dolichol phosphate, human uterine homolog",MNXM1665,
dopasf,Dopamine 3-O-sulfate,MNXM163796,
eaflatoxin,"8,9 epxoy aflatoxin B1",MNXM10441,
ebastineoh,Hydroxylated ebastine,MNXM8725,
eicostet,Eicosatetranoic acid,MNXM11474,
estradiolglc,17beta-estradiol 3-glucosiduronic acid,MNXM91190,
estrones,Estrone 3-sulfate,MNXM162533,
f5hoxkyn,Formyl-5-hydroxykynurenamine,MNXM92322,
gacpail_hs,Glucosaminyl-acylphosphatidylinositol,MNXM7380,
gdchola,Glycochenodeoxycholate,MNXM2379,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O
ggn,"Primed glycogenin (glycogenin-8[1,4-Glc])",MNXM12747,
glyc__S,(S)-Glycerate,MNXM147340,
glygn1,"Glycogen, structure 1 (glycogenin-11[1,4-Glc])",MNXM11714,
glygn2,"Glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",MNXM8681,
gullac,"L-Gulono-1,4-lactone",MNXM928,[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO
hcoumarin,Umbelliferone; 7-Hydroxy-2H-1-Benzopyran-2-one,MNXM11839,
htaxol,Hydroxylated taxol,MNXM11843,
hyptaur,Hypotaurine; 2-Aminoethanesulfinic acid,MNXM91617,
i,I c,MNXM162756,
kdnp,2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate,MNXM9850,
leuktrF4,Leukotriene F4 cytosol,MNXM91636,
lneldc,Linoelaidic acid (all trans C18:2),MNXM8844,
lneldcACP,Linoelaidic acid ACP (all trans),MNXM19074,
m1mpdol__L,"Alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog",MNXM148043,
m2mpdol__L,"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM147645,
m4mpdol__L,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM147337,
m4mpdol_U,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM7931,
mag_hs,Monoacylglycerol 2 (homo sapiens),MNXM6332,
melanin,Melanin c,MNXM92454,
mepi,Metanephrine,MNXM91238,
mercplac,3-Mercaptolactate,MNXM91416,
mercplaccys,3-mercaptolactate-cysteine disulfide,MNXM10053,
mhista,N-Methylhistamine,MNXM2840,Cn1cnc(CC[NH3+])c1
mi3456p,"1D-myo-Inositol 3,4,5,6-tetrakisphosphate",MNXM164917,
mma,Methylamine,MNXM61773,COC(=O)C(C)=C
mpdol_U,"Beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM10806,
naglc2p_U,"N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog",MNXM12353,
nformanth,N-Formylanthranilate,MNXM165014,
nmptrc,N-Methylputrescine,MNXM2704,C[NH2+]CCCC[NH3+]
normete__L,L-Normetanephrine,MNXM3674,COc1cc(ccc1O)[C@@H](O)C[NH3+]
nrvnc,Nervonic acid,MNXM91251,
ntm2amep,N-Trimethyl-2-aminoethylphosphonate,MNXM91664,
nwharg,N-(omega)-Hydroxyarginine,MNXM92470,
onpthl,Naphthalene epoxide,MNXM12425,
paf_hs,1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens),MNXM1973,CC(=O)O[C@H](CO[*])COP([O-])(=O)OCC[N+](C)(C)C
pcollg5hlys,Procollagen 5-hydroxy-L-lysine,MNXM5281,[NH3+]C[C@H](O)CC[C@H](NC(-*)=O)C(=O)N-*
pd3,Previtamin D3,MNXM7697,
perillyl,Perillyl alcohol,MNXM1695,CC(=C)[C@H]1CCC(CO)=CC1
phytcoa,Phytanoyl-CoA(4-),MNXM91276,
prgnlones,Pregnenolone sulfate,MNXM91704,
prist,Pristanic acid,MNXM7698,
pristanal,Pristanal c,MNXM1947,CC(C)CCCC(C)CCCC(C)CCCC(C)C=O
prostg1,"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate",MNXM168925,
prostgi2,Prostaglandin I2,MNXM162554,
ptdca,Pentadecanoate  C150  C15H29O2,MNXM163568,
retinal_11_cis,11-cis-Retinal,MNXM1793,C/C(/C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O
retinal_cis_13,Cis-13-retinal,MNXM6641,
retinol,All-trans-Retinol,MNXM162234,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
retinol_9_cis,9-cis-retinol,MNXM162711,
retnglc,Retinoyl glucuronide,MNXM91293,
srtn,Serotonin,MNXM357,[NH3+]CCc1c[nH]c2ccc(O)cc12
tethex3,"Tetracosahexaenoic acid, n-3",MNXM12996,
tethex3coa,Tetracosahexaenoyl coenzyme A,MNXM6449,
tetpent6,"Tetracosapentaenoic acid, n-6",MNXM12998,
thyox__L,L-Thyroxine,MNXM162591,
triodthy,Triiodothyronine,MNXM162560,
ts3,Tachysterol 3,MNXM21968,
tststerones,Tststerones c,MNXM12985,
ttc_ggdp,"Trans,trans,cis-Geranylgeranyl diphosphate",MNXM163002,
vacc,Vaccenic acid,MNXM92713,
xoltri24,"7-alpha,24(S)-Dihydroxycholesterol",MNXM8206,
xoltri25,"7-alpha,25-Dihydroxycholesterol",MNXM163608,
1glyc_hs,1 acyl phosphoglycerol,MNXM13807,
glygn4,"Glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",MNXM11716,
retpalm_SPACE_deleted_SPACE_10_09_2005_SPACE_SPACE_06_COLON_18_COLON_49_SPACE_PM,Retpalm  LSQBKT deleted 10 FSLASH 09 FSLASH 2005  06:18:49 PM RSQBKT  e,,
strch1,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",MNXM21840,
Ser_Thr,Ser FSLASH Thr g,MNXM147296,
T_antigen,T antigen (core 1),MNXM3928,CC(=O)N[C@H]1[C@@H](-*)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Tn_antigen,Tn antigen g,MNXM7559,
acgalfucgalacglcgal14acglcgalgluside_hs,(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,MNXM9472,
acglcgalgbside_hs,GlcNAc-Gal globoside (homo sapiens),MNXM11679,
core2,Core2 g,MNXM8447,
core6,Core6 g,MNXM7200,
cs_hs_linkage,Chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein)),MNXM147451,
cs_a_b_e_pre1,"Chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1",MNXM147450,
cs_a_b_pre2,"Chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2",MNXM148157,
cs_a_b_pre3,"Chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3",MNXM147449,
cs_b_pre4,"Chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4",MNXM10939,
cs_b_pre5,"Chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5",MNXM10940,
cs_c_d_e_pre1,"Chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1",MNXM147064,
cs_c_pre2,"Chondroitin sulfate C (GalNAc6S-GlcA), precursor 2",MNXM10945,
cs_e_pre3,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3",MNXM10958,
cs_e_pre5b,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b",MNXM10960,
fuc12gal14acglcgalgluside_hs,Type IIH glycolipid,MNXM7855,
fucgalacgalfuc12gal14acglcgalgluside_hs,Type IIIH glycolipid,MNXM13200,
fucgalacglc13galacglcgal14acglcgalgluside_hs,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1,MNXM9478,
fucgalacglcgalgluside_hs,Type IH glycolipid,MNXM91322,
gal14acglcgalgluside_hs,Lactoneotetraosylceramide,MNXM6313,
galacgalfuc12gal14acglcgalgluside_hs,(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,MNXM9471,
galgalthcrm_hs,Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens),MNXM11615,
gd1alpha_hs,GD1a (homo sapiens),MNXM11644,
glc1man,"Glucose-1,3-mannose oligosaccharide",MNXM7382,
glc2man,"(2)[glucose-1,3]-mannose oligosaccharide",MNXM13501,
gm2a_hs,GM2alpha (homo sapiens),MNXM92362,
gq1c_hs,GQ1c (homo sapiens),MNXM8692,
gt1alpha_hs,GT1aalpha (homo sapiens),MNXM8694,
hs_pre12,"Heparan sulfate, precursor 12",MNXM11782,
hs_pre13,"Heparan sulfate, precursor 13",MNXM11783,
hs_pre14,"Heparan sulfate, precursor 14",MNXM11784,
hs_pre2,"Heparan sulfate, precursor 2",MNXM11786,
hs_pre3,"Heparan sulfate, precursor 3",MNXM11787,
hs_pre4,"Heparan sulfate, precursor 4",MNXM11788,
hs_pre6,"Heparan sulfate, precursor 6",MNXM11790,
hs_pre8,"Heparan sulfate, precursor 8",MNXM11792,
ksi_pre10,"Keratan sulfate I biosynthesis, precursor 10",MNXM11946,
ksi_pre11,"Keratan sulfate I biosynthesis, precursor 11",MNXM11947,
ksi_pre12,"Keratan sulfate I biosynthesis, precursor 12",MNXM11948,
ksi_pre15,"Keratan sulfate I biosynthesis, precursor 15",MNXM11951,
ksi_pre16,"Keratan sulfate I biosynthesis, precursor 16",MNXM11952,
ksi_pre18,"Keratan sulfate I biosynthesis, precursor 18",MNXM11954,
ksi_pre19,"Keratan sulfate I biosynthesis, precursor 19",MNXM11955,
ksi_pre2,"Keratan sulfate I biosynthesis, precursor 2",MNXM11956,
ksi_pre20,"Keratan sulfate I biosynthesis, precursor 20",MNXM11957,
ksi_pre21,"Keratan sulfate I biosynthesis, precursor 21",MNXM11958,
ksi_pre22,"Keratan sulfate I biosynthesis, precursor 22",MNXM11959,
ksi_pre23,"Keratan sulfate I biosynthesis, precursor 23",MNXM11960,
ksi_pre25,"Keratan sulfate I biosynthesis, precursor 25",MNXM11962,
ksi_pre27,"Keratan sulfate I biosynthesis, precursor 27",MNXM11964,
ksi_pre29,"Keratan sulfate I biosynthesis, precursor 29",MNXM11966,
ksi_pre30,"Keratan sulfate I biosynthesis, precursor 30",MNXM11968,
ksi_pre32,"Keratan sulfate I biosynthesis, precursor 32",MNXM11970,
ksi_pre33,"Keratan sulfate I biosynthesis, precursor 33",MNXM11971,
ksi_pre34,"Keratan sulfate I biosynthesis, precursor 34",MNXM11972,
ksi_pre36,"Keratan sulfate I biosynthesis, precursor 36",MNXM11974,
ksi_pre4,"Keratan sulfate I biosynthesis, precursor 4",MNXM11975,
ksi_pre5,"Keratan sulfate I biosynthesis, precursor 5",MNXM11976,
ksi_pre6,"Keratan sulfate I biosynthesis, precursor 6",MNXM11977,
ksi_pre9,"Keratan sulfate I biosynthesis, precursor 9",MNXM11980,
ksii_core2_pre1,"Keratan sulfate II biosynthesis, precursor 1",MNXM12007,
ksii_core2_pre5,"Keratan sulfate II biosynthesis, precursor 5",MNXM12016,
ksii_core2_pre8,"Keratan sulfate II biosynthesis, precursor 8",MNXM12023,
ksii_core2_pre9,"Keratan sulfate II biosynthesis, precursor 9",MNXM12025,
ksii_core4_pre1,"Keratan sulfate II biosynthesis, precursor 1",MNXM12008,
ksii_core4_pre2,"Keratan sulfate II boisynthesis, precursor 2",MNXM12026,
ksii_core4_pre3,"Keratan sulfate II biosynthesis, precursor 3",MNXM12013,
ksii_core4_pre6,"Keratan sulfate II biosynthesis, precursor 6",MNXM12018,
ksii_core4_pre8,"Keratan sulfate II biosynthesis, precursor 8",MNXM12022,
l2fn2m2masn,"{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine",MNXM9246,
m5masnB1,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM6536,
m5masnB2,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM9447,
m6masnA,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM9451,
m6masnB1,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM9450,
m7masnC,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",MNXM9454,
n2m2masn,((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),MNXM6483,
cs_a,"Chondroitin sulfate A (GalNAc4S-GlcA), free chain",MNXM8400,
cs_a_deg2,"Chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2",MNXM8398,
cs_b,"Chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain",MNXM8402,
cs_b_deg2,"Chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2",MNXM8401,
cs_b_deg3,"Chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3",MNXM10942,
cs_c,"Chondroitin sulfate C (GalNAc6S-GlcA), free chain",MNXM8405,
cs_c_deg1,"Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1",MNXM10943,
cs_c_deg2,"Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2",MNXM8403,
cs_c_deg3,"Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3",MNXM8404,
cs_c_deg5,"Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5",MNXM7173,
cs_d_deg4,"Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4",MNXM8407,
cs_d_deg5,"Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5",MNXM10950,
cs_e,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain",MNXM8413,
cs_e_deg3,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3",MNXM8410,
cs_e_deg4,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4",MNXM8411,
cs_e_deg6,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6",MNXM10957,
cs_e_deg7,"Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7",MNXM8412,
hs,"Heparan sulfate, free chain",MNXM11778,
hs_deg13,"Heparan sulfate, degradation product 13",MNXM11757,
hs_deg15,"Heparan sulfate, degradation product 15",MNXM11759,
hs_deg17,"Heparan sulfate, degradation product 17",MNXM11761,
hs_deg19,"Heparan sulfate, degradation product 19",MNXM11763,
hs_deg21,"Heparan sulfate, degradation product 21",MNXM11766,
hs_deg23,"Heparan sulfate, degradation product 23",MNXM11768,
hs_deg24,"Heparan sulfate, degradation product 24",MNXM11769,
hs_deg25,"Heparan sulfate, degradation product 25",MNXM11770,
hs_deg6,"Heparan sulfate, degradation product 6",MNXM11774,
hs_deg7,"Heparan sulfate, degradation product 7",MNXM11775,
hs_deg9,"Heparan sulfate, degradation product 9",MNXM11777,
ksi_deg10,"Keratan sulfate I, degradation product 10",MNXM11981,
ksi_deg13,"Keratan sulfate I, degradation product 13",MNXM11982,
ksi_deg14,"Keratan sulfate I, degradation product 14",MNXM8787,
ksi_deg16,"Keratan sulfate I, degradation product 16",MNXM11983,
ksi_deg2,"Keratan sulfate I, degradation product 2",MNXM11985,
ksi_deg20,"Keratan sulfate I, degradation product 20",MNXM8791,
ksi_deg25,"Keratan sulfate I, degradation product 25",MNXM11987,
ksi_deg26,"Keratan sulfate I, degradation product 26",MNXM8795,
ksi_deg27,"Keratan sulfate I, degradation product 27",MNXM8796,
ksi_deg29,"Keratan sulfate I, degradation product 29",MNXM8797,
ksi_deg3,"Keratan sulfate I, degradation product 3",MNXM11989,
ksi_deg33,"Keratan sulfate I, degradation product 33",MNXM8800,
ksi_deg34,"Keratan sulfate I, degradation product 34",MNXM11991,
ksi_deg36,"Keratan sulfate I, degradation product 36",MNXM8802,
ksi_deg41,"Keratan sulfate I, degradation product 41",MNXM11996,
ksi_deg8,"Keratan sulfate I, degradation product 8",MNXM8805,
ksii_core2_deg1,"Keratan sulfate II (core 2-linked), degradation product 1",MNXM11999,
ksii_core2_deg2,"Keratan sulfate II (core 2-linked), degradation product 2",MNXM12000,
ksii_core4_deg2,"Keratan sulfate II (core 4-linked), degradation product 2",MNXM12005,
2dp6mobq_me,"2-Decaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",MNXM9803,
2dpmhobq,"2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",MNXM9802,
3dpdhb_me,3-Decaprenyl-4-hydroxy-5-methoxybenzoate,MNXM91944,
3dphb,3-Decaprenyl-4-hydroxybenzoate,MNXM91406,
e,E   m,MNXM148231,
etfox,Electron transfer flavoprotein oxidized,MNXM11479,
etfrd,Electron transfer flavoprotein reduced,MNXM11480,
mescoa,Mesaconyl-CoA,MNXM163428,
thcholst,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",MNXM163900,
chlstol,"5alpha-Cholesta-7,24-dien-3beta-ol",MNXM162749,
cortsn,Cortsn r,MNXM164685,
ddsmsterol,7-Dehydrodesmosterol,MNXM162832,
dgpi_prot_hs,Deacylated-glycophosphatidylinositol (GPI)-anchored protein,MNXM17162,
dhcholestancoa,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",MNXM90923,
doldp__L,"Dolichol diphosphate, human liver homolog",MNXM148228,
dsmsterol,"Desmosterol; 3beta-cholesta-5,24-dien-3-ol",MNXM162959,
eandrstrn,16alpha-hydroxydehydroepiandrosterone,MNXM163801,
egme,Ecgonine methyl ester,MNXM164755,
em2emgacpail_prot_hs,"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",MNXM9492,
emem2gacpail_hs,"(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')",MNXM9493,
g1m8mpdol__L,"Alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM148041,
g1m8mpdol_U,"Alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM10654,
g2m8mpdol__L,"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM147643,
gpi_hs,Glycophosphatidylinositol (GPI) anchor precursor (3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol) (H8),MNXM6282,
gpi_prot_hs,Glycophosphatidylinositol (GPI)-anchored protein,MNXM11720,
gpi_sig,Glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide),MNXM6283,
m_em_3gacpail_prot_hs,M LPAREN em RPAREN 3gacpail prot hs r,MNXM148339,
m2emgacpail_hs,"(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)",MNXM5383,
m3emgacpail_hs,"(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)",MNXM7949,
m5mpdol__L,"(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM147647,
m5mpdol_U,"(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM9449,
m6mpdol__L,"(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM147648,
m7mpdol_U,"(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM9456,
m8mpdol__L,"(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM147650,
m8mpdol_U,"(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM9458,
memgacpail_hs,"(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)",MNXM6017,
mgacpail_hs,Mannosyl-glucosaminyl-acylphosphatidylinositiol (H2),MNXM6329,
pecgon,Pseudoecgonine,MNXM91287,
wharachd,W-hydroxyl arachidonic acid,MNXM22451,
xol24oh,24-Hydroxycholesterol,MNXM9920,
xol25oh,25-Hydroxycholesterol,MNXM852,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)(C)O
zymstnl,5alpha-cholest-8-en-3beta-ol,MNXM2494,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCCC(C)C
5a2opntn,5-Amino-2-oxopentanoate,MNXM1714,[NH3+]CCCC(=O)C([O-])=O
alkylR1oh,Hydroxy alkyl chain,MNXM18595,
arg__D,D-Arginine,MNXM1552,NC(=[NH2+])NCCC[C@@H]([NH3+])C([O-])=O
phyt2ohcoa,2-Hydroxyphytanoyl-CoA,MNXM91909,
thcholoylcoa,"3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA",MNXM165175,
dkdofp,"4,5-diketo-6-deoxyfructose 1-phosphate",MNXM6863,
unknown_rbfdeg,Unknown riboflavin degradation product,MNXM7875,
adocblhbi,Adenosylcobalamin-HBI,MNXM5602,
gdpgpi,Glucosaminyl archaetidyl-myo-inositol,MNXM7379,
S2hglut,(S)-2-Hydroxyglutarate,MNXM90068,O=C(O)CC[C@H](O)C(=O)O
6ax6ax,N-(6-Aminohexanoyl)-6-aminohexanoate,MNXM2137,[NH3+]CCCCCC(=O)NCCCCCC([O-])=O
hacon_T,Trans-homoaconitate,MNXM162779,[O-]C(=O)CC\C(=C/C([O-])=O)C([O-])=O
Rh3cit,(R)-(homo)3citrate,MNXM4856,O[C@](CCCCC([O-])=O)(CC([O-])=O)C([O-])=O
2ood,2-oxooctanedioic acid,MNXM114285,
2ppoh,2-Propanol,MNXM3085,CC(C)O
dpgpe,"2,3-O-phytanyl-sn-glycero-1-phosphoethanolamine",MNXM6673,
atrz,Atrazine,MNXM2101,CCNc1nc(Cl)nc(NC(C)C)n1
cdgggp,"CDP-2,3-digeranylgeranyl-sn-glycerol",MNXM90612,
dggpgp,"2,3-di-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol phosphate",MNXM6671,
3hcdgggp,CDP-2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol,MNXM91139,
3hdgggps,2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glyceroserine,MNXM91920,
h3acon_C,Cis-(homo)3aconitate,MNXM5673,[O-]C(=O)CCCC\C(=C\C([O-])=O)C([O-])=O
tih3cit,(-)threo-iso(homo)3citrate,MNXM114434,OC(C(CCCCC([O-])=O)C([O-])=O)C([O-])=O
ch4,Methane,MNXM714,C
ihcit_T,Threo-isohomocitrate,MNXM7808,
